doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher
10.1007/978-3-030-78468-3_44,,,,,False,,2,https://doi.org/10.1007/978-3-030-78468-3_44,book-chapter,False,False,False,False,0302-9743,"0302-9743,1611-3349",Human-Computer Interaction. Design and User Experience Case Studies,closed,2021-01-01,Springer International Publishing
10.5117/tvt2021.1.003.horn,oa journal (via observed oa rate),publisher,,https://doi.org/10.5117/tvt2021.1.003.horn,True,publishedVersion,2,https://doi.org/10.5117/tvt2021.1.003.horn,journal-article,True,False,False,True,1573-9775,"1573-9775,2352-1236",Tijdschrift voor Taalbeheersing,gold,2021-05-01,Amsterdam University Press
10.1177/1464884919862056,open (via page says license),publisher,cc-by-nc,https://journals.sagepub.com/doi/pdf/10.1177/1464884919862056,True,publishedVersion,2,https://doi.org/10.1177/1464884919862056,journal-article,True,False,False,False,1464-8849,"1464-8849,1741-3001",Journalism,hybrid,2019-07-09,SAGE Publications
10.1080/10888438.2020.1867863,oa repository (via OAI-PMH doi match),repository,,https://pure.mpg.de/pubman/item/item_3273611_6/component/file_3346905/Araujo_Huettig_Meyer_2021_What%20underlies%20the%20deficit%20in....pdf,True,publishedVersion,2,https://doi.org/10.1080/10888438.2020.1867863,journal-article,True,False,False,False,1088-8438,"1088-8438,1532-799X",Scientific Studies of Reading,green,2020-12-30,Informa UK Limited
10.1037/xge0000949,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl//bitstream/handle/2066/232279/232279.pdf,True,publishedVersion,2,https://doi.org/10.1037/xge0000949,journal-article,True,False,False,False,0096-3445,"1939-2222,0096-3445",Journal of Experimental Psychology: General,green,2021-03-01,American Psychological Association (APA)
10.21437/interspeech.2021-1394,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl/bitstream/handle/2066/238372/3/238372.pdf,True,publishedVersion,2,https://doi.org/10.21437/interspeech.2021-1394,proceedings-article,True,False,False,False,,,Interspeech 2021,green,2021-08-30,ISCA
10.1016/j.neuropsychologia.2020.107703,oa repository (via OAI-PMH title and first author match),repository,,https://discovery.ucl.ac.uk/10117290/1/Ferreira_Neuropsychologia_accepted.pdf,True,submittedVersion,2,https://doi.org/10.1016/j.neuropsychologia.2020.107703,journal-article,True,False,False,False,0028-3932,0028-3932,Neuropsychologia,green,2021-01-01,Elsevier BV
10.1044/2021_jslhr-20-00227,open (via page says license),publisher,cc-by-nc-sa,https://pubs.asha.org/doi/pdf/10.1044/2021_JSLHR-20-00227,True,publishedVersion,2,https://doi.org/10.1044/2021_jslhr-20-00227,journal-article,True,False,False,False,1092-4388,"1092-4388,1558-9102","Journal of Speech, Language, and Hearing Research",hybrid,2021-06-04,American Speech Language Hearing Association
10.1016/j.stueduc.2021.101007,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.stueduc.2021.101007,True,publishedVersion,2,https://doi.org/10.1016/j.stueduc.2021.101007,journal-article,True,False,False,False,0191-491X,0191-491X,Studies in Educational Evaluation,hybrid,2021-09-01,Elsevier BV
10.1515/jall-2021-2019,open (via page says license),publisher,cc-by,https://www.degruyter.com/document/doi/10.1515/jall-2021-2019/pdf,True,publishedVersion,2,https://doi.org/10.1515/jall-2021-2019,journal-article,True,False,False,False,0167-6164,"0167-6164,1613-3811",Journal of African Languages and Linguistics,hybrid,2021-05-01,Walter de Gruyter GmbH
10.5117/nedtaa2021.1.007.hins,,,,,False,,2,https://doi.org/10.5117/nedtaa2021.1.007.hins,journal-article,False,False,False,False,1384-5845,"1384-5845,2352-1171",Nederlandse Taalkunde,closed,2021-04-01,Amsterdam University Press
10.1017/langcog.2020.36,,,,,False,,2,https://doi.org/10.1017/langcog.2020.36,journal-article,False,False,False,False,1866-9808,"1866-9808,1866-9859",Language and Cognition,closed,2021-01-05,Cambridge University Press (CUP)
10.1515/infodaf-2020-0005,open (via free article),publisher,,http://www.daf.de/downloads/InfoDaF_2000_Heft_6.pdf#page=68&view=Fit,True,publishedVersion,2,https://doi.org/10.1515/infodaf-2020-0005,journal-article,True,False,False,False,0724-9616,"2511-0853,0724-9616",Informationen Deutsch als Fremdsprache,bronze,2020-02-07,Walter de Gruyter GmbH
10.21437/interspeech.2020-2635,oa repository (via OAI-PMH doi match),repository,,http://publications.idiap.ch/downloads/papers/2020/Cummins_INTERSPEECH_2020.pdf,True,publishedVersion,2,https://doi.org/10.21437/interspeech.2020-2635,proceedings-article,True,False,False,False,,,Interspeech 2020,green,2020-10-25,ISCA
10.1016/j.linged.2020.100829,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl/bitstream/handle/2066/232167/1/232167.pdf,True,publishedVersion,2,https://doi.org/10.1016/j.linged.2020.100829,journal-article,True,False,False,False,0898-5898,0898-5898,Linguistics and Education,green,2020-08-01,Elsevier BV
10.1007/s11229-020-02798-7,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.1007/s11229-020-02798-7.pdf,True,publishedVersion,2,https://doi.org/10.1007/s11229-020-02798-7,journal-article,True,False,False,False,0039-7857,"0039-7857,1573-0964",Synthese,hybrid,2020-10-02,Springer Science and Business Media LLC
10.21437/interspeech.2020-2842,,,,,False,,2,https://doi.org/10.21437/interspeech.2020-2842,proceedings-article,False,False,False,False,,,Interspeech 2020,closed,2020-10-25,ISCA
10.1016/j.neuropsychologia.2020.107409,oa repository (via OAI-PMH doi match),repository,other-oa,https://pure.mpg.de/pubman/item/item_3194990_4/component/file_3213278/Hintz_Meyer_Huettig_2020_Activating%20words%20beyond%20the%20unfolding%20sentence.pdf,True,publishedVersion,2,https://doi.org/10.1016/j.neuropsychologia.2020.107409,journal-article,True,False,False,False,0028-3932,0028-3932,Neuropsychologia,green,2020-04-01,Elsevier BV
10.1075/ijcl.19131.lar,open (via free pdf),publisher,cc-by-nc,https://www.jbe-platform.com/deliver/fulltext/ijcl.19131.lar.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Fijcl.19131.lar&mimeType=pdf&containerItemId=content/journals/15699811,True,publishedVersion,2,https://doi.org/10.1075/ijcl.19131.lar,journal-article,True,False,False,False,1384-6655,"1384-6655,1569-9811",International Journal of Corpus Linguistics,hybrid,2020-08-28,John Benjamins Publishing Company
10.1111/cogs.12911,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cogs.12911,True,publishedVersion,2,https://doi.org/10.1111/cogs.12911,journal-article,True,False,False,False,0364-0213,"0364-0213,1551-6709",Cognitive Science,hybrid,2020-10-29,Wiley
10.1163/22105832-bja10010,open (via page says license),publisher,cc-by-nc,https://brill.com/downloadpdf/journals/ldc/10/2/article-p158_2.pdf,True,publishedVersion,2,https://doi.org/10.1163/22105832-bja10010,journal-article,True,False,False,False,2210-5824,"2210-5824,2210-5832",Language Dynamics and Change,hybrid,2020-09-10,Brill
10.21437/interspeech.2020-2804,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl//bitstream/handle/2066/228091/228091.pdf,True,publishedVersion,2,https://doi.org/10.21437/interspeech.2020-2804,proceedings-article,True,False,False,False,,,Interspeech 2020,green,2020-10-25,ISCA
10.1080/23273798.2019.1624789,open (via crossref license),publisher,cc-by,https://www.tandfonline.com/doi/pdf/10.1080/23273798.2019.1624789?needAccess=true,True,publishedVersion,2,https://doi.org/10.1080/23273798.2019.1624789,journal-article,True,False,False,False,2327-3798,"2327-3798,2327-3801","Language, Cognition and Neuroscience",hybrid,2019-06-03,Informa UK Limited
10.1142/s0218213020400011,oa repository (via OAI-PMH doi match),repository,,https://pure.knaw.nl/portal/files/23194338/Bosch_2020_Anticipointment.pdf,True,submittedVersion,2,https://doi.org/10.1142/s0218213020400011,journal-article,True,False,False,False,0218-2130,"0218-2130,1793-6349",International Journal on Artificial Intelligence Tools,green,2020-03-01,World Scientific Pub Co Pte Lt
10.1002/acr.24186,oa repository (via OAI-PMH doi match),repository,,https://pure.uva.nl/ws/files/67374722/Arthritis_Care_Research_2020_Heuckelum_Are_Health_Care_Professionals_Implicit_and_Explicit_Attitudes_Toward.pdf,True,publishedVersion,2,https://doi.org/10.1002/acr.24186,journal-article,True,False,False,False,2151-464X,"2151-464X,2151-4658",Arthritis Care &amp; Research,green,2021-02-25,Wiley
10.1109/jstsp.2020.2967652,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl/bitstream/handle/2066/219037/1/219037.pdf,True,publishedVersion,2,https://doi.org/10.1109/jstsp.2020.2967652,journal-article,True,False,False,False,1932-4553,"1932-4553,1941-0484",IEEE Journal of Selected Topics in Signal Processing,green,2020-02-01,Institute of Electrical and Electronics Engineers (IEEE)
10.21437/interspeech.2020-2142,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl//bitstream/handle/2066/228950/228950.pdf,True,publishedVersion,2,https://doi.org/10.21437/interspeech.2020-2142,proceedings-article,True,False,False,False,,,Interspeech 2020,green,2020-10-25,ISCA
10.1080/08351813.2020.1712967,open (via crossref license),publisher,cc-by,https://www.tandfonline.com/doi/pdf/10.1080/08351813.2020.1712967?needAccess=true,True,publishedVersion,2,https://doi.org/10.1080/08351813.2020.1712967,journal-article,True,False,False,False,0835-1813,"0835-1813,1532-7973",Research on Language and Social Interaction,hybrid,2020-01-02,Informa UK Limited
10.3390/languages5040055,oa journal (via doaj),publisher,cc-by,https://www.mdpi.com/2226-471X/5/4/55/pdf,True,publishedVersion,2,https://doi.org/10.3390/languages5040055,journal-article,True,False,True,True,2226-471X,2226-471X,Languages,gold,2020-11-09,MDPI AG
10.1016/j.cognition.2019.104056,,,,,False,,2,https://doi.org/10.1016/j.cognition.2019.104056,journal-article,False,False,False,False,0010-0277,0010-0277,Cognition,closed,2020-01-01,Elsevier BV
10.31234/osf.io/a5r74,oa repository (via OAI-PMH title and first author match),repository,cc-by,https://repository.ubn.ru.nl//bitstream/handle/2066/288842/288842.pdf,True,publishedVersion,2,https://doi.org/10.31234/osf.io/a5r74,posted-content,True,False,False,False,,,,green,2020-10-12,Center for Open Science
10.18653/v1/2020.wnut-1.75,open (via page says license),publisher,cc-by,https://www.aclweb.org/anthology/2020.wnut-1.75.pdf,True,publishedVersion,2,https://doi.org/10.18653/v1/2020.wnut-1.75,proceedings-article,True,False,False,False,,,Proceedings of the Sixth Workshop on Noisy User-generated Text (W-NUT 2020),hybrid,2020-01-01,Association for Computational Linguistics
10.1017/langcog.2020.14,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/11119FE3D3F5CB9B60B2300F95400E92/S1866980820000149a.pdf/div-class-title-categorical-perception-of-lexical-tone-contrasts-and-gradient-perception-of-the-statement-question-intonation-contrast-in-zhumadian-mandarin-div.pdf,True,publishedVersion,2,https://doi.org/10.1017/langcog.2020.14,journal-article,True,False,False,False,1866-9808,"1866-9808,1866-9859",Language and Cognition,hybrid,2020-04-28,Cambridge University Press (CUP)
10.21437/interspeech.2020-2450,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl//bitstream/handle/2066/228101/228101.pdf,True,publishedVersion,2,https://doi.org/10.21437/interspeech.2020-2450,proceedings-article,True,False,False,False,,,Interspeech 2020,green,2020-10-25,ISCA
10.1371/journal.pone.0239858,oa journal (via doaj),publisher,cc-by,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0239858&type=printable,True,publishedVersion,2,https://doi.org/10.1371/journal.pone.0239858,journal-article,True,False,True,True,1932-6203,1932-6203,PLOS ONE,gold,2020-10-14,Public Library of Science (PLoS)
10.1016/j.cub.2020.01.059,open (via crossref license),publisher,publisher-specific-oa,http://www.cell.com/article/S0960982220301032/pdf,True,publishedVersion,2,https://doi.org/10.1016/j.cub.2020.01.059,journal-article,True,False,False,False,0960-9822,0960-9822,Current Biology,hybrid,2020-04-01,Elsevier BV
10.1017/langcog.2019.48,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1E2DF517E530A8D5C4B489A0AD76AFA7/S1866980819000486a.pdf/div-class-title-construals-of-iconicity-experimental-approaches-to-form-meaning-resemblances-in-language-div.pdf,True,publishedVersion,2,https://doi.org/10.1017/langcog.2019.48,journal-article,True,False,False,False,1866-9808,"1866-9808,1866-9859",Language and Cognition,hybrid,2020-03-01,Cambridge University Press (CUP)
10.1016/j.infbeh.2020.101448,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl/bitstream/handle/2066/226947/1/226947.pdf,True,publishedVersion,2,https://doi.org/10.1016/j.infbeh.2020.101448,journal-article,True,False,False,False,0163-6383,0163-6383,Infant Behavior and Development,green,2020-08-01,Elsevier BV
10.1037/rev0000172,oa repository (via OAI-PMH doi match),repository,,https://pure.mpg.de/pubman/item/item_3166435_7/component/file_3214394/Rodd_etal_2020_Control%20of%20speaking%20rate....pdf,True,publishedVersion,2,https://doi.org/10.1037/rev0000172,journal-article,True,False,False,False,0033-295X,"1939-1471,0033-295X",Psychological Review,green,2020-03-01,American Psychological Association (APA)
10.1080/23273798.2019.1590609,open (via crossref license),publisher,cc-by,https://www.tandfonline.com/doi/pdf/10.1080/23273798.2019.1590609?needAccess=true,True,publishedVersion,2,https://doi.org/10.1080/23273798.2019.1590609,journal-article,True,False,False,False,2327-3798,"2327-3798,2327-3801","Language, Cognition and Neuroscience",hybrid,2019-03-14,Informa UK Limited
10.17026/dans-ztf-w83f,,,,,False,,1,https://doi.org/10.17026/dans-ztf-w83f,,False,False,False,False,,,,,,
10.5117/nedtaa2020.2-3.012.fikk,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl//bitstream/handle/2066/226957/226957.pdf,True,submittedVersion,2,https://doi.org/10.5117/nedtaa2020.2-3.012.fikk,journal-article,True,False,False,False,1384-5845,"1384-5845,2352-1171",Nederlandse Taalkunde,green,2020-10-01,Amsterdam University Press
10.5334/gjgl.1020,oa journal (via doaj),publisher,cc-by,http://www.glossa-journal.org//articles/10.5334/gjgl.1020/galley/847/download/,True,publishedVersion,2,https://doi.org/10.5334/gjgl.1020,journal-article,True,False,True,True,2397-1835,2397-1835,Volume 5,gold,2020-01-07,Open Library of the Humanities
10.1080/09658211.2020.1797094,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/09658211.2020.1797094?needAccess=true,True,publishedVersion,2,https://doi.org/10.1080/09658211.2020.1797094,journal-article,True,False,False,False,0965-8211,"0965-8211,1464-0686",Memory,hybrid,2020-07-29,Informa UK Limited
10.1080/23273798.2020.1737719,oa repository (via OAI-PMH doi match),repository,,https://pure.mpg.de/pubman/item/item_3196359_9/component/file_3282146/Sekine_etal_2020_Evidence%20for%20children%20s%20online%20integration%20of....pdf,True,publishedVersion,2,https://doi.org/10.1080/23273798.2020.1737719,journal-article,True,False,False,False,2327-3798,"2327-3798,2327-3801","Language, Cognition and Neuroscience",green,2020-03-22,Informa UK Limited
10.1038/s41598-020-62155-z,oa journal (via doaj),publisher,cc-by,https://www.nature.com/articles/s41598-020-62155-z.pdf,True,publishedVersion,2,https://doi.org/10.1038/s41598-020-62155-z,journal-article,True,False,True,True,2045-2322,2045-2322,Scientific Reports,gold,2020-03-25,Springer Science and Business Media LLC
10.1111/cogs.12842,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cogs.12842,True,publishedVersion,2,https://doi.org/10.1111/cogs.12842,journal-article,True,False,False,False,0364-0213,"0364-0213,1551-6709",Cognitive Science,hybrid,2020-05-01,Wiley
10.5334/gjgl.1307,oa journal (via doaj),publisher,cc-by,https://www.glossa-journal.org/article/id/5362/download/pdf/,True,publishedVersion,2,https://doi.org/10.5334/gjgl.1307,journal-article,True,False,True,True,2397-1835,2397-1835,Volume 5,gold,2020-12-04,Open Library of the Humanities
10.1017/jlg.2020.2,oa repository (via OAI-PMH doi match),repository,,https://biblio.ugent.be/publication/8667582/file/8667583,True,publishedVersion,2,https://doi.org/10.1017/jlg.2020.2,journal-article,True,False,False,False,2049-7547,2049-7547,Journal of Linguistic Geography,green,2020-04-01,Cambridge University Press (CUP)
10.1075/dujal.17030.dol,open (via free pdf),publisher,cc-by,https://www.jbe-platform.com/deliver/fulltext/dujal.17030.dol.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Fdujal.17030.dol&mimeType=pdf&containerItemId=content/journals/22117253,True,publishedVersion,2,https://doi.org/10.1075/dujal.17030.dol,journal-article,True,False,False,True,2211-7245,"2211-7245,2211-7253",Dutch Journal of Applied Linguistics,gold,2019-10-24,John Benjamins Publishing Company
10.5117/nedtaa2020.2-3.018.deho,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl/bitstream/handle/2066/225768/1/225768.pdf,True,submittedVersion,2,https://doi.org/10.5117/nedtaa2020.2-3.018.deho,journal-article,True,False,False,False,1384-5845,"1384-5845,2352-1171",Nederlandse Taalkunde,green,2020-10-01,Amsterdam University Press
10.1080/08911762.2019.1579399,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/08911762.2019.1579399?needAccess=true,True,publishedVersion,2,https://doi.org/10.1080/08911762.2019.1579399,journal-article,True,False,False,False,0891-1762,"0891-1762,1528-6975",Journal of Global Marketing,hybrid,2019-04-01,Informa UK Limited
10.1523/eneuro.0425-19.2020,oa journal (via doaj),publisher,cc-by-nc-sa,https://www.eneuro.org/content/eneuro/7/3/ENEURO.0425-19.2020.full.pdf,True,publishedVersion,2,https://doi.org/10.1523/eneuro.0425-19.2020,journal-article,True,False,True,True,2373-2822,2373-2822,eneuro,gold,2020-05-01,Society for Neuroscience
10.1080/09500782.2019.1690503,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/09500782.2019.1690503?needAccess=true,True,publishedVersion,2,https://doi.org/10.1080/09500782.2019.1690503,journal-article,True,False,False,False,0950-0782,"0950-0782,1747-7581",Language and Education,hybrid,2019-11-28,Informa UK Limited
10.1017/s0025100318000270,,,,,False,,2,https://doi.org/10.1017/s0025100318000270,journal-article,False,False,False,False,0025-1003,"0025-1003,1475-3502",Journal of the International Phonetic Association,closed,2018-12-04,Cambridge University Press (CUP)
10.1093/applin/amz001,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1093/applin/amz001,True,publishedVersion,2,https://doi.org/10.1093/applin/amz001,journal-article,True,False,False,False,0142-6001,"0142-6001,1477-450X",Applied Linguistics,hybrid,2019-02-05,Oxford University Press (OUP)
10.1037/xlm0000729,oa repository (via OAI-PMH doi match),repository,,http://pure-oai.bham.ac.uk/ws/files/67743296/XLM_2018_0451_Main_15april2019_AuthorAccepted.pdf,True,publishedVersion,2,https://doi.org/10.1037/xlm0000729,journal-article,True,False,False,False,0278-7393,"1939-1285,0278-7393","Journal of Experimental Psychology: Learning, Memory, and Cognition",green,2020-03-01,American Psychological Association (APA)
10.1037/xlm0000843,oa repository (via OAI-PMH doi match),repository,,https://pure.mpg.de/pubman/item/item_3204581_4/component/file_3260723/Manhardt_etal_2020_Iconicity%20in%20spatial%20language%20guides%20visual%20attention.pdf,True,publishedVersion,2,https://doi.org/10.1037/xlm0000843,journal-article,True,False,False,False,0278-7393,"1939-1285,0278-7393","Journal of Experimental Psychology: Learning, Memory, and Cognition",green,2020-09-01,American Psychological Association (APA)
10.5117/in2020.1.002.vand,oa journal (via doaj),publisher,cc-by-nc-nd,https://doi.org/10.5117/in2020.1.002.vand,True,publishedVersion,2,https://doi.org/10.5117/in2020.1.002.vand,journal-article,True,False,True,True,1876-9071,"1876-9071,2214-5729",Internationale Neerlandistiek,gold,2020-03-01,Amsterdam University Press
10.3390/brainsci10010039,oa journal (via doaj),publisher,cc-by,https://www.mdpi.com/2076-3425/10/1/39/pdf?version=1579603723,True,publishedVersion,2,https://doi.org/10.3390/brainsci10010039,journal-article,True,False,True,True,2076-3425,2076-3425,Brain Sciences,gold,2020-01-09,MDPI AG
10.3389/fpsyg.2020.01747,oa journal (via doaj),publisher,cc-by,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.01747/pdf,True,publishedVersion,2,https://doi.org/10.3389/fpsyg.2020.01747,journal-article,True,False,True,True,1664-1078,1664-1078,Frontiers in Psychology,gold,2020-07-22,Frontiers Media SA
10.17026/dans-xyw-zp2u,,,,,False,,1,https://doi.org/10.17026/dans-xyw-zp2u,,False,False,False,False,,,,,,
10.1080/02671522.2020.1784258,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/02671522.2020.1784258?needAccess=true,True,publishedVersion,2,https://doi.org/10.1080/02671522.2020.1784258,journal-article,True,False,False,False,0267-1522,"0267-1522,1470-1146",Research Papers in Education,hybrid,2020-06-30,Informa UK Limited
10.1017/s136672891900018x,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F9D7803549D4FB392799AE9288EFD48A/S136672891900018Xa.pdf/div-class-title-language-contact-does-not-drive-gesture-transfer-heritage-speakers-maintain-language-specific-gesture-patterns-in-each-language-div.pdf,True,publishedVersion,2,https://doi.org/10.1017/s136672891900018x,journal-article,True,False,False,False,1366-7289,"1366-7289,1469-1841",Bilingualism: Language and Cognition,hybrid,2019-04-30,Cambridge University Press (CUP)
10.1080/09588221.2020.1752734,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/09588221.2020.1752734?needAccess=true,True,publishedVersion,2,https://doi.org/10.1080/09588221.2020.1752734,journal-article,True,False,False,False,0958-8221,"0958-8221,1744-3210",Computer Assisted Language Learning,hybrid,2020-04-20,Informa UK Limited
10.1386/ijmec_00014_1,oa repository (via OAI-PMH doi match),repository,,https://pure.mpg.de/pubman/item/item_3245577_5/component/file_3245578/Hahn2020_IJMEC.pdf,True,publishedVersion,2,https://doi.org/10.1386/ijmec_00014_1,journal-article,True,False,False,False,2516-1989,"2516-1989,2516-1997",International Journal of Music in Early Childhood,green,2020-07-01,Intellect
10.17617/2.3190925,,,,,False,,1,https://doi.org/10.17617/2.3190925,,False,False,False,False,,,,,,
10.1016/j.jpsychores.2020.109994,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.jpsychores.2020.109994,True,publishedVersion,2,https://doi.org/10.1016/j.jpsychores.2020.109994,journal-article,True,False,False,False,0022-3999,0022-3999,Journal of Psychosomatic Research,hybrid,2020-05-01,Elsevier BV
10.1044/2020_jslhr-19-00257,open (via page says license),publisher,cc-by,https://pubs.asha.org/doi/pdf/10.1044/2020_JSLHR-19-00257,True,publishedVersion,2,https://doi.org/10.1044/2020_jslhr-19-00257,journal-article,True,False,False,False,1092-4388,"1092-4388,1558-9102","Journal of Speech, Language, and Hearing Research",hybrid,2020-11-13,American Speech Language Hearing Association
10.1017/s1366728919000531,oa repository (via OAI-PMH doi match),repository,,https://pure.mpg.de/pubman/item/item_3148254_5/component/file_3262319/Vanlangendonck_etal_2020_Mixing%20the%20stimulus%20list%20in....pdf,True,publishedVersion,2,https://doi.org/10.1017/s1366728919000531,journal-article,True,False,False,False,1366-7289,"1366-7289,1469-1841",Bilingualism: Language and Cognition,green,2019-11-27,Cambridge University Press (CUP)
10.21437/interspeech.2020-2901,oa repository (via OAI-PMH doi match),repository,,https://repository.ubn.ru.nl//bitstream/handle/2066/228191/228191.pdf,True,publishedVersion,2,https://doi.org/10.21437/interspeech.2020-2901,proceedings-article,True,False,False,False,,,Interspeech 2020,green,2020-10-25,ISCA
10.1111/cogs.12924,open (via free article),publisher,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cogs.12924,True,publishedVersion,2,https://doi.org/10.1111/cogs.12924,journal-article,True,False,False,False,0364-0213,"0364-0213,1551-6709",Cognitive Science,bronze,2020-12-01,Wiley
10.1186/s12911-020-1046-y,oa journal (via doaj),publisher,cc-by,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-020-1046-y,True,publishedVersion,2,https://doi.org/10.1186/s12911-020-1046-y,journal-article,True,False,True,True,1472-6947,1472-6947,BMC Medical Informatics and Decision Making,gold,2020-02-18,Springer Science and Business Media LLC
10.1098/rsos.182056,oa journal (via doaj),publisher,cc-by,https://doi.org/10.1098/rsos.182056,True,publishedVersion,2,https://doi.org/10.1098/rsos.182056,journal-article,True,False,True,True,2054-5703,2054-5703,Royal Society Open Science,gold,2020-01-01,The Royal Society
10.1016/j.tins.2020.03.003,oa repository (via OAI-PMH doi match),repository,other-oa,https://pure.mpg.de/pubman/item/item_3223282_3/component/file_3224201/Willems_etal_2020_Narratives%20for%20neuroscience.pdf,True,publishedVersion,2,https://doi.org/10.1016/j.tins.2020.03.003,journal-article,True,False,False,False,0166-2236,0166-2236,Trends in Neurosciences,green,2020-05-01,Elsevier BV
10.1016/j.cognition.2020.104347,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.cognition.2020.104347,True,publishedVersion,2,https://doi.org/10.1016/j.cognition.2020.104347,journal-article,True,False,False,False,0010-0277,0010-0277,Cognition,hybrid,2020-10-01,Elsevier BV
10.1017/s0305000919000928,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/BBC33DFE646C026A6821511B4CD3CD68/S0305000919000928a.pdf/div-class-title-no-effects-of-modality-in-development-of-locative-expressions-of-space-in-signing-and-speaking-children-div.pdf,True,publishedVersion,2,https://doi.org/10.1017/s0305000919000928,journal-article,True,False,False,False,0305-0009,"0305-0009,1469-7602",Journal of Child Language,hybrid,2020-03-17,Cambridge University Press (CUP)
10.1177/0023830919831311,open (via page says license),publisher,cc-by-nc,https://journals.sagepub.com/doi/pdf/10.1177/0023830919831311,True,publishedVersion,2,https://doi.org/10.1177/0023830919831311,journal-article,True,False,False,False,0023-8309,"0023-8309,1756-6053",Language and Speech,hybrid,2019-02-22,SAGE Publications
10.1017/s0022226720000316,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/67AF296146D8A085760107D1A8CD329F/S0022226720000316a.pdf/div-class-title-on-the-nature-of-the-lexicon-the-status-of-rich-lexical-meanings-div.pdf,True,publishedVersion,2,https://doi.org/10.1017/s0022226720000316,journal-article,True,False,False,False,0022-2267,"0022-2267,1469-7742",Journal of Linguistics,hybrid,2020-11-01,Cambridge University Press (CUP)
10.1016/j.giq.2019.101396,open (via crossref license),publisher,cc-by-nc-nd,https://doi.org/10.1016/j.giq.2019.101396,True,publishedVersion,2,https://doi.org/10.1016/j.giq.2019.101396,journal-article,True,False,False,False,0740-624X,0740-624X,Government Information Quarterly,hybrid,2020-01-01,Elsevier BV
10.1371/journal.pone.0229902,oa journal (via doaj),publisher,cc-by,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0229902&type=printable,True,publishedVersion,2,https://doi.org/10.1371/journal.pone.0229902,journal-article,True,False,True,True,1932-6203,1932-6203,PLOS ONE,gold,2020-03-11,Public Library of Science (PLoS)
10.1515/ling-2020-0039,open (via page says license),publisher,cc-by-nc-nd,https://www.degruyter.com/document/doi/10.1515/ling-2020-0039/pdf,True,publishedVersion,2,https://doi.org/10.1515/ling-2020-0039,journal-article,True,False,False,False,0024-3949,"0024-3949,1613-396X",Linguistics,hybrid,2020-04-26,Walter de Gruyter GmbH
